age,income,previous_purchase,will_purchase
47,45226,No,No
64,24231,No,Yes
37,48325,No,Yes
22,54613,No,Yes
51,47994,Yes,No
58,23559,Yes,No
53,27089,No,Yes
32,31127,No,Yes
47,21761,Yes,No
28,71089,No,Yes
43,36052,No,No
68,75676,No,No
33,77768,No,Yes
62,65705,No,No
27,44579,No,Yes
38,32419,Yes,Yes
66,49835,Yes,No
54,27683,Yes,No
62,50654,No,Yes
53,52182,Yes,Yes
47,68364,Yes,Yes
54,29593,No,Yes
30,50636,Yes,No
57,78073,Yes,No
50,67044,No,Yes
65,57040,No,Yes
29,25095,Yes,No
46,70613,No,Yes
54,31344,Yes,No
27,20135,No,Yes
63,69140,No,No
27,39257,Yes,Yes
52,36086,Yes,Yes
52,76840,No,No
47,50365,Yes,Yes
22,38952,No,No
25,67254,No,Yes
52,71819,Yes,No
31,48791,Yes,No
23,24004,No,Yes
59,54359,No,Yes
25,77917,Yes,Yes
57,71054,Yes,No
62,75428,No,No
34,59781,No,No
45,27324,No,Yes
59,55963,Yes,Yes
62,42740,No,No
21,22239,Yes,No
28,47010,Yes,No
40,49769,No,Yes
68,73126,No,Yes
21,49210,No,Yes
33,60113,No,Yes
63,68708,No,No
62,53385,Yes,No
38,37670,No,No
63,67892,Yes,Yes
32,78836,Yes,Yes
43,29637,No,No
39,41558,No,No
30,70716,Yes,No
36,68951,No,No
60,33867,Yes,Yes
39,44691,No,Yes
51,46046,No,Yes
40,52479,Yes,No
66,25892,No,Yes
69,24403,No,No
25,77614,Yes,No
24,59668,Yes,No
44,66237,No,Yes
48,68183,No,Yes
29,42480,Yes,Yes
57,73350,No,Yes
20,62565,Yes,No
67,64529,No,No
63,24058,Yes,No
63,70109,No,No
31,40008,Yes,Yes
24,47737,No,Yes
20,61433,No,Yes
28,45806,Yes,No
45,23165,No,No
50,49290,No,No
21,50850,No,Yes
34,66216,No,Yes
65,78437,Yes,No
34,33474,Yes,No
58,70787,No,No
21,66774,Yes,Yes
53,75909,Yes,No
66,43331,No,No
39,63189,No,Yes
36,66372,No,Yes
57,57081,No,Yes
55,79958,No,Yes
56,47069,No,Yes
24,70285,Yes,Yes
58,67322,No,No
47,45985,Yes,No
39,67238,Yes,Yes
43,76767,No,Yes
22,46190,Yes,No
64,27808,Yes,Yes
41,25749,Yes,Yes
37,53480,No,Yes
32,25657,Yes,Yes
33,57944,Yes,No
54,26432,No,No
61,52625,No,No
38,26124,Yes,Yes
57,74767,No,Yes
69,65325,No,No
66,52219,Yes,Yes
34,73919,Yes,No
69,78757,Yes,No
30,21574,Yes,Yes
36,61949,No,No
63,51844,No,Yes
23,48164,No,No
21,49393,Yes,No
26,36397,Yes,No
38,78629,No,Yes
46,59126,Yes,Yes
68,72788,Yes,Yes
51,48937,Yes,No
29,67225,Yes,Yes
52,57711,Yes,No
41,50180,Yes,Yes
23,73694,No,Yes
40,41788,No,Yes
21,53032,No,No
59,67547,No,Yes
64,42636,Yes,No
46,76982,No,Yes
38,73215,No,No
63,40654,Yes,No
35,31665,No,Yes
51,65431,No,Yes
57,75994,No,No
26,47742,No,No
45,35173,Yes,No
59,24869,No,Yes
53,73466,No,No
67,22424,No,No
69,24766,No,Yes
42,39038,No,Yes
47,40727,Yes,No
55,29325,No,Yes
65,63682,Yes,Yes
57,79401,No,Yes
24,78278,No,No
29,68118,Yes,Yes
50,75211,Yes,No
28,52572,Yes,No
63,48450,Yes,Yes
53,39449,Yes,Yes
48,63826,Yes,Yes
23,47244,Yes,No
50,47486,No,No
47,74713,No,Yes
43,38068,Yes,No
34,24316,No,Yes
22,72818,No,No
61,61594,No,No
38,44155,No,Yes
36,54440,No,Yes
50,50212,Yes,No
65,49372,Yes,No
51,21569,Yes,No
65,25209,No,Yes
37,61619,Yes,Yes
61,65537,Yes,Yes
39,37012,No,Yes
62,60373,No,No
36,27881,Yes,Yes
29,57313,Yes,Yes
26,77263,Yes,Yes
31,76297,Yes,No
51,36101,No,No
64,51533,Yes,Yes
55,22837,No,No
61,71590,Yes,No
41,41450,Yes,No
41,47598,Yes,No
39,22425,Yes,No
53,40856,No,No
35,53700,Yes,Yes
25,22142,No,No
34,78392,No,Yes
41,25388,Yes,Yes
21,46447,Yes,No
47,75272,Yes,Yes
55,29425,Yes,No
47,34762,Yes,Yes
35,78203,Yes,Yes
62,53911,Yes,No
56,47559,Yes,Yes
38,62949,Yes,Yes
69,69364,Yes,Yes
32,72897,Yes,No
30,30303,Yes,No
37,64970,Yes,No
29,64932,No,Yes
35,40994,No,No
60,27651,Yes,Yes
64,74443,No,No
56,33632,No,No
62,44703,Yes,No
47,25947,Yes,Yes
46,51589,No,No
61,22569,Yes,Yes
42,41746,No,No
41,66752,No,Yes
56,22184,Yes,Yes
54,41280,No,Yes
39,70358,No,Yes
46,49974,Yes,No
42,62994,No,No
31,55821,Yes,Yes
50,26076,Yes,Yes
65,34900,No,Yes
29,58661,No,Yes
69,50898,Yes,Yes
56,70350,No,Yes
35,27120,Yes,Yes
20,35175,No,Yes
40,63897,Yes,Yes
50,42594,No,No
43,60871,Yes,Yes
28,78802,Yes,Yes
36,20898,Yes,No
55,36483,Yes,Yes
61,45372,Yes,Yes
56,30153,Yes,Yes
57,56880,No,Yes
34,22375,No,Yes
43,40601,Yes,No
64,48348,Yes,Yes
41,42117,Yes,Yes
63,49813,No,Yes
41,41423,No,Yes
33,33580,Yes,Yes
50,70389,Yes,No
64,23498,No,Yes
42,62451,No,No
48,30718,No,Yes
26,40736,Yes,No
31,49985,No,No
49,72548,No,Yes
65,65101,No,No
48,32487,Yes,Yes
31,65714,Yes,Yes
39,60781,Yes,No
25,38826,No,No
39,63411,Yes,No
31,25358,No,Yes
60,50644,No,Yes
42,66508,No,No
31,62429,Yes,Yes
56,31341,Yes,Yes
35,54767,Yes,Yes
48,60920,Yes,Yes
23,55432,No,Yes
30,40442,No,Yes
38,36440,Yes,Yes
21,72389,No,Yes
26,77605,No,No
39,45910,No,No
41,77262,No,No
47,72544,No,No
48,75666,No,Yes
43,63841,No,Yes
54,24675,Yes,Yes
59,39158,No,No
65,74148,Yes,Yes
20,66554,Yes,No
43,30952,Yes,No
39,30309,No,Yes
20,39143,No,Yes
37,70525,No,Yes
29,32813,Yes,No
37,68235,Yes,Yes
38,26905,No,Yes
66,60201,Yes,Yes
60,50755,No,No
67,72707,Yes,No
21,57035,Yes,Yes
38,20458,Yes,No
63,43774,No,Yes
55,32272,Yes,No
54,72568,No,No
50,74632,Yes,Yes
26,23478,No,No
37,66518,Yes,No
57,39472,No,Yes
54,74144,Yes,Yes
60,22650,No,Yes
69,49609,No,Yes
23,69493,No,No
50,58207,Yes,No
67,34157,Yes,No
50,56645,No,No
66,51448,Yes,No
26,65790,Yes,Yes
35,67251,No,No
30,61494,Yes,No
57,39678,Yes,No
30,55653,No,Yes
64,42775,No,No
53,71211,Yes,No
21,44503,Yes,No
66,35734,Yes,No
32,56217,No,Yes
59,20838,Yes,No
45,22465,Yes,No
21,24017,No,Yes
61,70848,No,No
48,47021,No,Yes
35,64377,Yes,No
35,63484,No,Yes
25,25744,No,Yes
62,46327,No,No
27,38418,Yes,Yes
49,32593,Yes,No
62,23164,No,No
52,30835,Yes,No
65,68830,No,Yes
32,58824,No,Yes
45,59095,Yes,Yes
58,63136,Yes,No
25,52786,No,No
42,71930,Yes,Yes
37,42285,No,Yes
41,42974,No,Yes
60,41215,No,No
40,23885,Yes,Yes
48,67803,No,No
47,70528,No,No
63,36622,No,Yes
20,45942,No,No
39,37754,No,Yes
68,59886,No,No
34,62812,No,No
45,31444,No,Yes
69,69874,No,Yes
29,39205,Yes,No
48,71603,Yes,Yes
25,29699,No,Yes
46,66050,Yes,Yes
35,36925,Yes,Yes
52,61503,No,No
23,59048,No,No
58,52437,Yes,Yes
66,30219,Yes,Yes
47,63539,No,No
69,62761,Yes,Yes
29,23979,Yes,No
48,58257,Yes,No
21,64670,No,Yes
50,23424,No,No
20,38293,Yes,No
65,54534,Yes,No
26,78008,Yes,Yes
50,65254,Yes,Yes
64,65196,No,No
62,20301,Yes,Yes
49,40675,Yes,No
58,56993,No,No
52,54861,No,No
63,37294,No,No
68,67555,Yes,No
41,68477,No,Yes
59,44618,Yes,Yes
52,67331,No,Yes
53,36699,Yes,No
56,58133,No,No
49,27298,No,Yes
65,35288,Yes,Yes
43,28222,No,Yes
43,26891,No,Yes
50,39936,Yes,Yes
30,58893,Yes,No
25,56763,No,No
49,63063,No,No
20,41522,Yes,Yes
21,54870,Yes,Yes
63,45088,No,Yes
39,23007,No,Yes
52,37076,No,Yes
67,55776,Yes,Yes
48,47070,No,Yes
33,47113,Yes,No
57,39425,No,No
38,48379,No,Yes
27,32851,Yes,Yes
31,42668,Yes,No
38,79881,Yes,No
39,75851,No,No
53,24092,No,No
54,20400,No,Yes
24,52712,No,No
32,66194,No,No
28,73598,Yes,No
51,31350,No,No
59,47808,Yes,No
22,75271,Yes,Yes
28,73791,Yes,Yes
67,65682,No,No
30,26361,No,Yes
68,58328,Yes,No
39,31746,Yes,Yes
56,76620,Yes,Yes
25,49490,No,Yes
47,76012,No,Yes
63,62474,No,Yes
63,47530,No,No
30,66793,No,No
52,37838,Yes,No
25,73169,Yes,Yes
60,58602,No,Yes
43,34408,Yes,Yes
39,76105,Yes,No
35,49838,Yes,Yes
40,60550,No,No
31,70961,Yes,Yes
41,24778,Yes,Yes
32,22573,Yes,No
43,59766,No,No
43,29205,No,Yes
52,24555,Yes,Yes
37,71708,Yes,No
31,73249,No,Yes
61,67434,No,Yes
27,20318,Yes,No
39,49582,No,Yes
68,53248,Yes,No
34,59410,No,No
26,38501,Yes,No
65,47309,No,No
54,22747,No,No
68,70929,No,Yes
65,70667,Yes,No
31,56017,Yes,No
60,37364,No,No
20,72190,No,Yes
63,28870,Yes,No
44,31068,Yes,Yes
62,24619,No,No
24,74670,No,No
61,68444,No,Yes
42,23045,No,Yes
46,79375,No,No
44,50399,Yes,Yes
67,35060,No,No
49,48140,No,No
60,44387,No,No
26,24735,No,Yes
46,61396,No,No
24,46868,No,No
40,30253,Yes,Yes
40,29766,No,Yes
43,46281,Yes,No
26,69639,No,Yes
20,33262,Yes,No
48,33654,No,No
63,45729,No,Yes
24,23484,Yes,Yes
67,52256,Yes,No
27,41370,No,No
69,67184,Yes,No
67,30709,No,No
37,27090,No,Yes
22,68411,Yes,Yes
37,41940,Yes,No
67,28940,Yes,No
38,77370,Yes,No
47,51320,No,No
45,71038,No,No
69,56629,Yes,Yes
20,57330,Yes,No
30,31889,Yes,No
24,33942,Yes,Yes
21,70841,Yes,Yes
56,44920,Yes,Yes
30,72499,No,Yes
67,75761,Yes,No
29,24981,Yes,No
69,28731,Yes,No
66,42761,No,Yes
51,35590,No,No
25,25325,No,Yes
45,21692,Yes,Yes
68,38708,Yes,Yes
65,40717,Yes,No
58,22231,Yes,No
53,32415,No,Yes
69,54287,Yes,No
23,41574,Yes,No
56,70620,Yes,Yes
30,55391,No,No
64,72019,No,Yes
66,72039,No,No
69,31739,No,Yes
47,48382,No,No
62,77424,Yes,No
27,44414,Yes,Yes
38,57871,Yes,Yes
38,45924,Yes,Yes
66,31555,No,No
27,21775,Yes,No
63,26464,No,Yes
55,70784,No,No
28,29636,Yes,Yes
28,72095,Yes,No
28,64712,No,No
25,58409,No,No
33,33604,No,No
63,75739,No,Yes
65,40154,No,No
51,31940,No,No
64,55265,No,Yes
40,59899,Yes,No
22,50872,Yes,Yes
29,77270,Yes,No
22,70996,Yes,No
35,65078,Yes,Yes
50,67472,Yes,No
38,58581,No,No
43,31459,No,No
32,35029,Yes,Yes
34,38058,No,Yes
46,61161,No,Yes
21,46382,No,Yes
62,21697,Yes,No
22,69468,Yes,Yes
60,30736,Yes,No
51,79427,Yes,Yes
57,42388,Yes,Yes
59,50381,No,Yes
46,49409,Yes,No
26,30426,No,Yes
60,59716,No,Yes
53,27366,No,No
58,74324,Yes,No
62,57703,Yes,No
60,33275,Yes,No
47,39400,No,Yes
59,23635,No,Yes
52,70377,Yes,Yes
35,44845,Yes,No
53,48188,Yes,Yes
45,22087,Yes,No
66,30840,No,No
25,44587,No,Yes
56,54389,Yes,Yes
66,51756,No,Yes
54,37929,No,Yes
59,32272,Yes,No
26,67376,Yes,Yes
61,56942,Yes,No
45,54187,Yes,No
49,39448,No,Yes
46,40698,No,Yes
21,37689,No,Yes
37,59997,No,Yes
20,50761,Yes,No
21,52708,No,Yes
41,42908,Yes,No
49,58004,No,Yes
25,77312,Yes,Yes
22,62206,No,No
43,54930,No,No
58,58834,No,Yes
33,41731,No,Yes
54,27442,Yes,No
31,60625,No,No
39,66197,Yes,No
25,31587,No,No
65,54126,No,No
21,71588,No,No
31,46296,No,Yes
43,28370,Yes,Yes
65,22749,Yes,Yes
26,74920,Yes,Yes
65,54116,No,No
39,28375,Yes,Yes
28,74672,Yes,No
54,63072,Yes,Yes
38,28801,Yes,Yes
57,33367,Yes,Yes
48,49538,Yes,Yes
42,46071,Yes,No
42,48583,Yes,Yes
65,55596,No,No
51,32419,Yes,No
63,57795,No,Yes
27,53683,No,Yes
51,49799,Yes,Yes
25,75370,Yes,Yes
23,65154,Yes,Yes
56,63730,Yes,No
45,45694,No,No
29,23592,No,No
67,23710,No,Yes
66,67673,Yes,Yes
52,32322,No,Yes
31,24860,Yes,No
64,67330,No,No
52,52377,No,No
20,67950,Yes,Yes
60,23808,Yes,No
28,44462,Yes,No
40,35279,Yes,No
26,38601,Yes,No
54,27156,No,No
60,58349,No,Yes
57,57821,Yes,Yes
57,62718,Yes,No
39,48920,Yes,No
42,74896,No,Yes
36,67815,Yes,No
41,79381,No,Yes
59,46203,No,No
57,24184,Yes,No
35,39764,No,No
23,71661,No,No
64,25788,No,Yes
53,35923,No,No
36,43808,Yes,Yes
25,78604,No,Yes
27,20217,No,No
62,69994,No,No
51,22391,Yes,No
36,72837,No,No
27,27736,No,Yes
24,21749,No,No
63,42506,No,Yes
43,42122,No,Yes
68,34619,Yes,Yes
64,55413,Yes,No
65,51526,No,Yes
33,34605,Yes,Yes
27,52867,No,Yes
52,30092,No,Yes
26,20538,No,Yes
61,36807,Yes,Yes
66,59466,No,No
62,46193,Yes,No
69,48562,No,No
57,41763,No,Yes
27,57990,No,Yes
59,30911,No,No
53,41710,No,No
32,50754,No,No
66,41055,Yes,No
36,64363,No,No
32,55296,No,Yes
53,30040,No,Yes
43,48463,No,No
25,29784,Yes,Yes
58,32365,No,No
39,56574,No,Yes
63,44058,Yes,No
22,36327,No,No
31,78322,Yes,No
50,21882,Yes,No
30,77025,Yes,Yes
60,20732,No,Yes
25,25644,No,No
20,35090,No,No
64,23493,Yes,Yes
57,73170,No,Yes
25,48645,Yes,No
61,72782,No,No
55,43660,No,Yes
32,53853,No,No
61,45460,Yes,Yes
56,38475,No,Yes
65,27673,Yes,Yes
30,58260,Yes,Yes
66,75230,Yes,No
68,78114,Yes,Yes
30,36564,Yes,No
56,40949,Yes,Yes
56,33811,Yes,Yes
47,55316,Yes,Yes
28,38877,No,No
66,42153,No,No
28,76359,No,No
26,28089,No,No
61,74426,Yes,No
53,25620,Yes,No
53,22735,No,Yes
59,48697,Yes,Yes
23,71836,Yes,Yes
44,26215,Yes,No
23,29353,No,Yes
38,45813,Yes,Yes
63,55767,Yes,Yes
63,46366,Yes,No
38,25046,No,No
22,42706,Yes,Yes
33,34988,Yes,No
40,57825,No,Yes
23,61004,Yes,Yes
37,77040,Yes,No
65,75399,Yes,Yes
64,66030,Yes,No
43,59874,Yes,No
22,46957,No,Yes
67,55109,No,No
36,64148,No,No
32,21862,No,No
37,55760,No,No
69,56434,No,No
27,68781,No,Yes
45,31897,No,No
64,25383,No,Yes
42,24354,No,Yes
31,76386,No,Yes
64,77257,Yes,No
37,73310,No,No
39,65496,Yes,Yes
44,53888,No,Yes
45,42675,Yes,No
25,68063,Yes,Yes
66,64282,Yes,Yes
35,69673,Yes,Yes
20,64077,Yes,Yes
48,75177,Yes,Yes
28,70891,Yes,Yes
28,76787,No,No
55,29160,Yes,No
34,24378,No,Yes
26,49242,No,Yes
54,28281,Yes,No
21,24331,No,No
30,55947,Yes,Yes
66,72490,Yes,No
58,40300,Yes,No
50,36156,No,No
62,61028,No,No
67,48954,No,No
23,31271,Yes,No
31,43922,Yes,No
20,68574,No,No
54,67230,Yes,Yes
53,61708,No,No
34,21701,No,Yes
36,52271,Yes,Yes
28,28342,Yes,Yes
63,66241,No,Yes
63,38640,No,Yes
46,78480,Yes,Yes
67,72021,Yes,No
46,60749,No,No
47,62883,Yes,Yes
31,27575,Yes,Yes
38,37680,No,Yes
58,53409,Yes,Yes
49,79078,Yes,Yes
39,65389,No,No
30,53868,No,No
62,70683,Yes,No
42,65350,Yes,No
27,60723,No,No
44,44280,Yes,No
46,67794,Yes,Yes
52,30553,No,No
24,78482,Yes,No
50,78492,No,Yes
65,72462,Yes,No
33,30087,No,Yes
57,79378,Yes,Yes
25,64043,Yes,No
38,41672,Yes,Yes
37,61437,Yes,No
38,46737,No,No
37,24318,No,Yes
21,67740,No,No
57,33353,No,Yes
60,67521,Yes,Yes
41,25348,No,Yes
41,47065,Yes,No
48,53887,Yes,No
30,49618,Yes,No
45,39822,No,No
58,22579,Yes,Yes
68,20001,No,No
57,43092,Yes,No
26,23683,Yes,Yes
31,72368,Yes,No
41,42150,Yes,No
48,26501,Yes,No
48,62056,No,No
58,28063,No,Yes
31,77770,No,No
32,68820,No,Yes
20,20720,No,Yes
55,73147,Yes,Yes
28,75127,No,Yes
32,35457,No,No
39,31791,No,Yes
22,42530,No,Yes
20,61979,Yes,No
47,27942,Yes,Yes
23,60010,No,Yes
52,46231,Yes,No
24,37131,No,Yes
55,60659,Yes,Yes
53,20132,No,Yes
20,43890,Yes,No
62,25141,Yes,Yes
36,72313,Yes,No
34,48268,No,Yes
50,49388,No,No
30,28468,No,Yes
33,28014,Yes,Yes
23,41861,Yes,No
22,51857,No,No
40,79228,No,Yes
61,56106,No,No
27,26528,Yes,No
35,55743,No,Yes
40,38548,Yes,Yes
25,32887,Yes,No
62,59041,Yes,No
21,57286,Yes,Yes
45,72827,No,Yes
46,58180,Yes,No
22,50076,Yes,No
64,34400,No,Yes
56,67445,Yes,No
33,57641,Yes,No
26,79021,No,Yes
22,48587,No,Yes
20,71212,Yes,Yes
39,49170,No,Yes
33,33591,Yes,No
54,33001,Yes,No
24,23061,No,No
56,45653,No,Yes
59,56800,No,No
67,29595,Yes,No
35,78666,No,No
43,74906,No,Yes
68,52305,Yes,Yes
26,48323,No,No
22,34757,No,Yes
21,40646,No,Yes
58,66884,Yes,No
58,25379,Yes,No
39,41884,No,Yes
30,51829,No,Yes
44,52245,Yes,Yes
31,76480,No,No
33,47081,Yes,No
34,33633,Yes,Yes
26,52327,No,Yes
60,45796,Yes,No
62,78787,Yes,No
67,70619,Yes,Yes
35,21476,No,No
37,28060,Yes,Yes
60,65487,No,Yes
31,32713,Yes,No
69,27592,No,No
20,41075,No,Yes
48,60329,No,Yes
48,26886,No,Yes
54,27103,Yes,Yes
60,37321,No,No
47,56856,No,No
56,49125,No,Yes
21,43865,Yes,No
61,42686,No,No
25,42590,Yes,Yes
40,32042,Yes,Yes
58,36274,No,Yes
61,57678,Yes,No
62,45048,Yes,Yes
32,49602,Yes,Yes
47,36158,No,No
21,33287,Yes,No
66,30773,No,No
60,74312,No,Yes
55,36566,No,No
37,39671,Yes,Yes
57,54921,No,No
25,31453,No,Yes
26,41663,Yes,Yes
38,40889,No,No
23,40501,No,No
27,54712,No,No
21,53610,No,No
62,42318,Yes,No
21,47530,Yes,Yes
24,53290,Yes,No
48,76963,No,No
27,39544,Yes,No
60,77228,No,Yes
66,63134,Yes,No
48,42046,Yes,No
58,24968,Yes,No
67,45548,No,Yes
31,28651,No,No
45,50090,No,No
63,52168,Yes,Yes
23,59931,Yes,Yes
31,41097,Yes,No
37,79502,Yes,No
54,60049,Yes,Yes
31,79256,No,No
48,56087,No,No
49,53902,No,Yes
61,28475,Yes,Yes
22,79275,Yes,Yes
22,62481,No,Yes
50,66741,No,No
64,73619,No,Yes
24,56271,Yes,Yes
61,29654,Yes,Yes
60,33783,No,Yes
65,23198,Yes,Yes
49,46714,No,Yes
60,36221,No,No
38,67429,Yes,No
28,42107,Yes,No
26,67371,Yes,No
47,44053,No,Yes
48,48352,No,No
20,68732,No,Yes
32,47671,No,Yes
57,33248,No,Yes
47,33323,No,No
34,54937,No,Yes
68,46512,Yes,No
54,57200,Yes,Yes
56,45701,Yes,Yes
24,23522,No,Yes
33,77520,Yes,Yes
65,75152,Yes,Yes
57,28838,No,No
45,47139,No,No
21,74893,Yes,No
47,45122,Yes,No
53,39850,No,No
47,35605,Yes,No
36,58935,Yes,Yes
35,23919,No,Yes
52,35231,Yes,No
33,20481,Yes,Yes
60,67214,No,Yes
20,55239,No,Yes
35,34627,No,Yes
53,23364,Yes,Yes
28,60118,Yes,No
40,60320,No,Yes
57,51616,No,Yes
49,71670,No,No
34,54123,No,Yes
54,54633,Yes,No
49,70564,Yes,No
69,48485,Yes,Yes
55,24245,Yes,No
57,24562,Yes,Yes
64,57479,No,Yes
32,41250,Yes,No
39,22185,No,Yes
69,21357,No,No
23,31468,Yes,No
66,75401,Yes,No
52,67164,Yes,No
23,22777,No,Yes
38,54628,No,No
20,63491,No,Yes
23,52358,Yes,No
21,39091,Yes,No
50,47361,Yes,No
37,65390,Yes,No
69,64740,Yes,Yes
67,20850,Yes,No
34,63004,No,No
42,36447,Yes,Yes
44,58055,Yes,No
61,65318,Yes,No
62,64883,No,No
55,75634,Yes,Yes
20,23256,No,No
22,31228,No,Yes
49,23099,No,Yes
68,37731,No,No
44,61075,No,No
51,39176,Yes,No
69,28494,No,Yes
44,34249,No,No
50,24876,No,Yes
68,79085,Yes,No
33,75477,Yes,No
42,36159,No,Yes
49,35512,Yes,No
40,36176,Yes,No
42,48931,No,Yes
32,67913,Yes,No
29,35889,No,No
66,53393,Yes,No
34,65700,Yes,Yes
28,22401,No,Yes
20,57183,No,Yes
35,64241,Yes,No
27,62250,No,Yes
56,62921,No,Yes
24,71889,No,No
53,47846,Yes,No
26,35332,No,No
59,75325,No,Yes
26,55327,No,Yes
67,67818,No,No
59,42654,Yes,Yes
66,38163,Yes,Yes
62,30046,No,No
29,24735,Yes,No
34,61957,Yes,Yes
33,68295,Yes,No
26,60665,Yes,Yes
35,64653,Yes,Yes
53,53291,No,Yes
34,26534,No,Yes
35,43374,Yes,No
33,67062,No,No
20,60393,No,No
29,74107,Yes,No
44,73103,Yes,Yes
23,39777,No,Yes
65,63794,Yes,No
45,68959,Yes,No
27,54674,Yes,No
31,30446,Yes,No
25,31138,No,Yes
61,30742,Yes,No
64,25153,Yes,No
59,69094,Yes,No
20,48400,No,No
41,73279,Yes,No
34,39291,No,No
26,59191,Yes,Yes
31,46637,Yes,Yes
60,62500,No,No
61,24413,Yes,Yes
38,68820,No,No
63,36351,Yes,No
50,33466,No,Yes
42,31212,No,Yes
60,51665,No,Yes
37,36203,Yes,No
37,63515,Yes,Yes
55,54572,Yes,Yes
53,57027,Yes,Yes
66,68838,Yes,Yes
63,46916,No,Yes
43,23963,No,Yes
65,20249,Yes,Yes
41,20376,No,Yes
61,35137,No,Yes
38,72098,Yes,Yes
60,60591,Yes,No
48,59563,Yes,No
24,39721,Yes,No
23,30822,No,Yes
57,25162,No,Yes
21,33708,No,Yes
33,70733,No,No
58,46839,No,No
26,64785,No,Yes
58,50401,Yes,Yes
69,75975,No,No
67,51945,No,No
33,43255,No,No
65,64724,Yes,Yes
57,23232,No,Yes
28,20737,No,No
65,73454,Yes,Yes
43,52216,Yes,No
38,44708,Yes,No
47,49234,No,Yes
26,46103,Yes,No
49,29153,Yes,No
45,77637,No,Yes
21,29632,No,No
28,26823,Yes,Yes
40,27917,No,Yes
49,69052,No,Yes
28,25134,No,Yes
30,27551,No,No
27,78664,Yes,Yes
38,20691,Yes,No
60,64768,Yes,Yes
34,77902,No,Yes
60,21196,No,Yes
55,21953,No,Yes
65,50107,Yes,No
46,58443,Yes,No
30,44964,No,No
41,59724,No,No
35,57215,No,No
66,37165,No,No
24,47676,Yes,Yes
53,58923,No,No
64,72460,Yes,No
30,36947,Yes,No
45,74252,Yes,No
25,37403,No,No
51,66468,No,Yes
68,50918,No,Yes
67,36292,Yes,No
56,33466,Yes,No
21,77061,No,No
53,24579,No,Yes
30,38510,No,Yes
62,39375,No,Yes
33,59985,No,Yes
45,64657,Yes,Yes
23,67500,Yes,No
27,41608,Yes,No
47,73369,Yes,Yes
54,77399,Yes,Yes
21,39391,No,No
43,48084,Yes,Yes
64,23264,No,No
34,76858,Yes,No
21,74893,Yes,Yes
21,24535,No,No
41,39917,Yes,Yes
35,57457,Yes,No
48,62947,No,Yes
56,77112,Yes,Yes
63,51040,No,Yes
38,61745,Yes,Yes
31,26185,Yes,No
41,22485,Yes,Yes
21,57036,Yes,Yes
54,46954,Yes,No
22,32179,No,No
53,34028,No,No
59,20228,Yes,No
54,54781,No,No
69,69615,No,No
54,43809,No,No
44,39000,Yes,Yes
29,31543,No,No
50,64021,Yes,Yes
26,61425,No,No
52,58020,Yes,Yes
43,67639,Yes,No
39,37687,Yes,No
24,42717,Yes,No
55,60082,Yes,No
54,53468,No,No
25,49165,No,Yes
35,74311,No,Yes
25,26818,No,Yes
62,46407,No,Yes
32,65949,Yes,No
22,22768,Yes,No
69,57752,Yes,No
38,44233,No,No
57,21854,No,Yes
64,65292,No,No
40,48479,Yes,Yes
48,58552,Yes,No
66,70654,Yes,No
36,63105,No,No
60,22701,No,No
32,72939,Yes,Yes
66,64781,No,No
32,50270,No,No
36,44939,Yes,No
22,64599,Yes,Yes
41,28094,Yes,No
65,21744,Yes,Yes
27,48291,Yes,No
50,58806,No,Yes
21,70819,No,No
45,70583,Yes,No
62,32098,Yes,Yes
25,36211,Yes,Yes
68,20617,No,Yes
69,34946,Yes,No
36,34587,No,No
54,27187,No,Yes
52,63274,Yes,No
62,25086,No,No
63,22067,Yes,No
29,25563,Yes,Yes
62,64702,Yes,Yes
60,51365,No,Yes
54,60990,Yes,No
28,68044,No,Yes
27,49998,No,Yes
32,26842,No,No
51,42114,No,No
34,37134,No,No
24,79095,Yes,Yes
62,23653,Yes,Yes
34,63470,No,No
51,32993,No,Yes
34,51567,Yes,No
67,61223,Yes,Yes
54,21069,Yes,No
33,78968,Yes,No
44,61081,No,Yes
55,50392,No,No
55,43405,No,Yes
61,31960,Yes,No
22,24192,Yes,Yes
63,39500,No,Yes
58,43216,No,Yes
39,50279,No,Yes
58,57003,Yes,Yes
69,71986,Yes,Yes
45,43356,No,No
35,55536,No,No
49,49779,No,Yes
65,33213,Yes,No
36,47609,No,No
31,56023,No,No
63,24486,No,No
64,49988,Yes,Yes
22,69278,Yes,No
28,73976,No,No
57,56585,No,No
45,29888,Yes,No
48,47347,Yes,Yes
38,57971,No,No
47,42999,Yes,No
36,43206,Yes,Yes
55,56608,Yes,No
67,72885,Yes,Yes
64,33221,Yes,No
63,58620,Yes,No
68,53911,Yes,No
65,22429,Yes,Yes
23,20307,No,Yes
57,30126,Yes,No
64,54247,Yes,Yes
44,74269,No,Yes
43,75216,No,No
55,72027,No,No
24,33125,No,No
59,60626,No,No
39,60130,No,No
68,73019,No,No
21,59116,No,Yes
67,24717,No,No
50,71344,No,Yes
59,38259,No,Yes
58,35251,Yes,Yes
25,29851,No,No
24,78970,No,Yes
53,55399,Yes,Yes
52,62087,No,No
32,22315,Yes,Yes
20,34681,No,Yes
45,77116,No,Yes
20,31384,No,Yes
44,49781,Yes,No
22,59453,Yes,No
51,27871,Yes,No
20,69394,Yes,No
49,59792,Yes,Yes
44,60367,No,No
